City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
467,Constitucion,CL,-35.3333,-72.4167,50.68,72,10,10.45,clear sky
468,Fomboni,KM,-12.28,43.7425,76.87,80,8,11.07,clear sky
469,Noshiro,JP,40.2039,140.0242,67.03,81,100,5.08,light rain
470,Teguldet,RU,57.3064,88.1667,36.59,96,100,4.7,overcast clouds
471,Saskylakh,RU,71.9167,114.0833,18.97,95,99,1.25,overcast clouds
472,Great Yarmouth,GB,52.6083,1.7305,61.05,87,100,22.84,overcast clouds
473,Kasama,ZM,-10.2129,31.1808,70.43,42,50,6.22,scattered clouds
474,Poya,NC,-21.35,165.15,79.21,64,30,6.53,scattered clouds
475,Phu Ly,VN,20.5411,105.9139,76.28,90,3,3.27,clear sky
476,Ilulissat,GL,69.2167,-51.1,28.42,59,75,1.14,broken clouds
477,Comodoro Rivadavia,AR,-45.8667,-67.5,44.46,76,0,3.44,light rain
478,Baker City,US,44.7749,-117.8344,72.82,24,1,11.5,clear sky
479,San Jose Del Palmar,CO,4.9742,-76.2283,67.66,99,99,0.4,overcast clouds
480,Awjilah,LY,29.1081,21.2869,74.57,64,14,9.62,few clouds
481,Kodinar,IN,20.7903,70.7031,79.68,88,99,10.76,overcast clouds
482,Stejaru,RO,44.7667,28.55,46.67,66,0,7.29,clear sky
483,Seddon,AU,-37.8068,144.8916,64.67,84,75,9.22,broken clouds
484,Laguna,US,38.421,-121.4238,91.49,18,1,1.01,clear sky
485,Huaura,PE,-11.07,-77.5994,66.74,78,35,9.31,scattered clouds
486,Kumluca,TR,36.3703,30.2869,73.94,59,34,5.12,scattered clouds
487,Eureka,US,40.8021,-124.1637,79.66,77,49,8.99,scattered clouds
488,Ilhabela,BR,-23.7781,-45.3581,68.94,90,95,7.05,overcast clouds
489,Pasni,PK,25.2631,63.471,85.15,68,100,8.52,overcast clouds
490,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,87.49,33,64,3.74,broken clouds
491,Coari,BR,-4.085,-63.1414,77.88,77,98,0.76,overcast clouds
492,Beloha,MG,-25.1667,45.05,67.12,97,13,3.49,few clouds
493,Sao Bento,BR,-6.2833,-37.75,82.6,46,76,9.53,broken clouds
494,Banda Aceh,ID,5.5577,95.3222,78.17,82,100,6.85,overcast clouds
495,Lewiston,US,44.1003,-70.2148,53.24,92,90,4.61,overcast clouds
496,Ponta Delgada,PT,37.7333,-25.6667,71.51,88,20,3.44,few clouds
497,Acapulco,MX,16.8634,-99.8901,85.82,74,75,2.3,broken clouds
498,Yenagoa,NG,4.9247,6.2642,75.13,96,100,2.71,heavy intensity rain
499,Duvan,RU,55.695,57.9024,37.56,96,99,8.84,overcast clouds
500,Chulman,RU,56.8479,124.9104,26.06,93,100,7.09,light snow
501,West Des Moines,US,41.572,-93.7453,83.26,67,20,5.75,few clouds
502,Rawson,AR,-43.3002,-65.1023,58.53,22,74,23.76,broken clouds
503,Ulladulla,AU,-35.35,150.4667,66.87,67,99,0.65,overcast clouds
504,Olga,RU,43.7444,135.2892,56.41,68,70,3.8,broken clouds
505,Cabedelo,BR,-6.9811,-34.8339,77.67,83,19,11.14,few clouds
506,Bahar,IR,34.9072,48.4414,60.55,32,0,3.94,clear sky
507,Mendota,US,36.7536,-120.3816,88.02,11,0,4.74,clear sky
508,Ushtobe,KZ,45.2514,77.9838,49.87,61,100,13.42,overcast clouds
509,Angoche,MZ,-16.2325,39.9086,73.92,83,0,0.69,clear sky
510,Kurilsk,RU,45.2333,147.8833,57.49,95,95,10.54,overcast clouds
511,Loralai,PK,30.3705,68.598,72.45,69,3,3.74,clear sky
512,Omsukchan,RU,62.5333,155.8,23.79,89,100,6.96,light snow
513,Sola,VU,-13.8833,167.55,79.65,83,100,22.84,overcast clouds
514,Kuusamo,FI,65.9667,29.1833,42.84,75,90,4.61,overcast clouds
515,Lasa,IT,46.6166,10.7002,57.02,91,63,1.7,broken clouds
516,Oudtshoorn,ZA,-33.5907,22.2014,55.76,91,6,0.51,clear sky
517,Northam,GB,51.0333,-4.2167,61.39,95,100,17.54,overcast clouds
518,Bar Harbor,US,44.3876,-68.2039,53.24,80,75,8.01,broken clouds
519,Kulhudhuffushi,MV,6.6221,73.07,81.97,76,100,13.91,overcast clouds
520,Palpa,PE,-14.5336,-75.1856,74.59,51,49,7.16,scattered clouds
521,La Cruz,MX,23.9167,-106.9,85.1,68,0,9.08,clear sky
522,Gao,ML,16.6362,1.637,85.37,43,69,2.93,broken clouds
523,Srivardhan,IN,18.0333,73.0167,76.32,91,100,6.87,overcast clouds
524,Aviles,ES,43.5547,-5.9248,60.73,88,0,1.01,clear sky
525,Mogadishu,SO,2.0371,45.3438,77.99,87,93,15.46,overcast clouds
526,Mudgee,AU,-32.5943,149.5871,63.63,82,90,12.66,overcast clouds
527,Yumen,CN,40.2833,97.2,53.96,33,19,8.48,few clouds
528,Panama City,PA,8.9936,-79.5197,81.37,81,40,0.0,scattered clouds
529,Broken Hill,AU,-31.95,141.4333,57.76,66,80,22.28,broken clouds
530,Ariquemes,BR,-9.9133,-63.0408,77.95,70,89,2.62,moderate rain
531,Bardiyah,LY,31.7561,25.0865,73.74,69,0,13.42,clear sky
532,Mehamn,NO,71.0357,27.8492,43.23,83,7,8.95,clear sky
533,Beaupre,CA,47.0443,-70.8953,53.91,92,94,3.49,overcast clouds
534,Nipawin,CA,53.3668,-104.0009,70.27,21,28,9.89,scattered clouds
535,Daboh,IN,26.0025,78.8761,80.19,76,4,4.47,clear sky
536,Popondetta,PG,-8.7537,148.2534,86.58,60,100,2.64,overcast clouds
537,Albox,ES,37.3886,-2.1495,69.33,90,95,2.01,overcast clouds
538,Khandbari,NP,27.3747,87.2039,69.03,89,100,0.36,overcast clouds
539,Gawler,AU,-34.6,138.7333,57.63,97,100,9.69,overcast clouds
540,Boke,GN,10.9409,-14.2967,75.9,91,45,0.31,scattered clouds
541,Poum,NC,-20.2333,164.0167,75.4,81,73,20.29,broken clouds
542,Tiznit,MA,29.5833,-9.5,84.31,10,0,7.58,clear sky
543,Kuytun,RU,54.3419,101.5036,29.5,86,48,5.12,scattered clouds
544,Bambanglipuro,ID,-7.95,110.2833,61.61,85,99,4.79,overcast clouds
545,Saint-Joseph,RE,-21.3667,55.6167,70.16,79,39,10.42,scattered clouds
546,Ilo,PE,-17.6394,-71.3375,62.64,84,35,6.46,scattered clouds
547,Taungdwingyi,MM,20.0167,95.55,76.41,89,11,2.64,few clouds
548,Vestmanna,FO,62.1564,-7.1664,47.32,100,75,14.97,broken clouds
549,Tilichiki,RU,60.4667,166.1,33.31,36,28,8.21,scattered clouds
550,Tinskoy,RU,56.1525,96.9161,36.16,93,62,2.39,broken clouds
551,Escarcega,MX,18.6089,-90.7454,91.02,44,87,1.81,overcast clouds
552,Soe,ID,-9.8607,124.284,74.8,50,15,2.24,few clouds
553,Hibbing,US,47.4272,-92.9377,80.02,53,1,3.44,clear sky
554,Margate,GB,51.3813,1.3862,62.31,75,100,4.0,overcast clouds
555,Chepareria,KE,1.3077,35.2039,62.49,81,94,3.85,overcast clouds
556,Neuquen,AR,-38.9516,-68.0591,62.49,31,0,10.36,clear sky
557,Gushikawa,JP,26.3544,127.8686,81.99,69,20,13.8,few clouds
558,Liverpool,GB,53.4106,-2.9779,58.82,89,75,5.01,broken clouds
559,Saint Pete Beach,US,27.7253,-82.7412,88.14,59,1,1.99,clear sky
560,Lorengau,PG,-2.0226,147.2712,78.12,89,100,11.86,light rain
561,Weymouth,US,42.2209,-70.9398,57.76,76,90,1.01,overcast clouds
562,San Quintin,MX,30.4833,-115.95,72.91,66,0,12.71,clear sky
563,Trincomalee,LK,8.5711,81.2335,78.53,85,100,9.1,overcast clouds
564,Rundu,NA,-17.9333,19.7667,74.35,29,14,4.34,few clouds
565,Fort Nelson,CA,58.8053,-122.7002,44.19,87,75,2.3,broken clouds
566,Lazaro Cardenas,MX,17.9583,-102.2,83.44,75,36,4.9,scattered clouds
567,Damphu,BT,27.0721,90.1096,65.84,92,85,3.62,overcast clouds
568,Dandong,CN,40.1292,124.3947,59.65,92,81,4.59,broken clouds
569,Sozimskiy,RU,59.7418,52.2482,43.52,96,100,5.03,overcast clouds
570,Amahai,ID,-3.3333,128.9167,78.91,82,98,1.92,overcast clouds
571,Tra Vinh,VN,9.9347,106.3453,77.23,92,92,1.3,overcast clouds
572,Cayenne,GF,4.9333,-52.3333,83.08,78,0,3.0,clear sky
573,Bemidji,US,47.4736,-94.8803,79.14,59,40,6.91,scattered clouds
574,High Wycombe,GB,51.6291,-0.7493,60.3,92,100,1.01,overcast clouds
575,Lodwar,KE,3.1191,35.5973,84.2,46,74,18.05,broken clouds
576,Vegueta,PE,-11.0231,-77.6431,65.39,81,36,9.64,scattered clouds
577,Vestmannaeyjar,IS,63.4427,-20.2734,43.27,73,100,18.97,overcast clouds
578,Port Angeles,US,48.1181,-123.4307,60.57,95,90,6.91,overcast clouds
579,Khuzdar,PK,27.7384,66.6434,75.87,58,99,9.37,overcast clouds
580,Kosa,RU,59.9445,54.9977,43.14,97,100,5.01,overcast clouds
581,Lagos,NG,6.5833,3.75,75.15,94,100,2.98,light rain
582,Taoudenni,ML,22.6783,-3.9836,92.86,9,54,9.4,broken clouds
583,Eirunepe,BR,-6.6603,-69.8736,76.15,83,100,1.9,overcast clouds
584,Ulaanbaatar,MN,47.9077,106.8832,24.93,80,75,0.0,broken clouds
585,Port Hedland,AU,-20.3167,118.5667,73.45,94,2,8.05,clear sky
586,Santiago Del Estero,AR,-27.7951,-64.2615,83.8,33,0,9.57,clear sky
587,Baft,IR,29.234,56.6057,63.63,26,19,2.68,few clouds
588,Ribeira Brava,PT,32.65,-17.0667,72.72,72,10,8.77,clear sky
589,Choya,RU,52.0108,86.5467,43.36,98,100,2.73,light rain
590,Ville-Marie,CA,47.3335,-79.433,48.04,81,48,2.53,scattered clouds
591,Namatanai,PG,-3.6667,152.4333,81.99,76,97,8.55,light rain
592,Porto-Vecchio,FR,41.591,9.2795,69.33,94,0,3.44,clear sky
593,Montepuez,MZ,-13.1256,38.9997,69.51,88,23,3.98,few clouds
594,Mattru,SL,7.6244,-11.8332,74.26,97,40,2.08,scattered clouds
595,Peruibe,BR,-24.32,-46.9983,68.32,89,88,5.17,overcast clouds
596,Inongo,CD,-1.95,18.2667,68.59,99,100,3.83,overcast clouds
597,Ypsonas,CY,34.6884,32.9574,70.99,83,0,0.0,clear sky
598,Tari,NG,12.4086,4.4914,80.51,66,66,5.53,broken clouds
599,Bara,NG,10.3744,10.7288,76.87,77,44,4.59,scattered clouds
600,Talant,FR,47.3369,5.0089,43.41,87,0,2.3,clear sky
601,Montrose,US,38.4166,-108.2673,54.81,53,94,4.92,overcast clouds
602,Santos Dumont,BR,-21.4567,-43.5525,56.86,83,9,5.64,clear sky
603,Paka,MY,4.6374,103.4368,77.36,85,98,6.55,overcast clouds
604,Mehran,IR,33.1222,46.1646,74.68,19,0,9.64,clear sky
605,Emba,KZ,48.8264,58.1442,39.65,59,12,5.88,few clouds
606,Buala,SB,-8.145,159.5921,83.79,71,100,6.85,light rain
607,Dabakala,CI,8.3667,-4.4333,74.3,92,100,1.63,overcast clouds
608,San Isidro,PE,-12.1167,-77.05,62.26,84,75,1.01,broken clouds
609,Fairbanks,US,64.8378,-147.7164,35.94,65,90,3.44,overcast clouds
610,Canelones,UY,-34.6444,-56.2886,58.71,95,100,8.55,overcast clouds
611,Kommunar,RU,59.6206,30.39,44.13,94,24,5.5,few clouds
612,Verkhnyaya Toyma,RU,62.2349,44.9985,41.45,97,91,3.69,overcast clouds
613,Wuda,CN,39.4994,106.7117,62.01,23,18,4.63,few clouds
614,Maragogi,BR,-9.0122,-35.2225,75.18,88,32,8.68,scattered clouds
615,Plettenberg Bay,ZA,-34.0527,23.3716,59.77,87,100,1.5,overcast clouds
616,Jacareacanga,BR,-6.2222,-57.7528,74.95,92,99,2.28,overcast clouds
617,Colares,PT,38.7992,-9.4469,65.44,61,67,11.99,broken clouds
618,Verkhnyaya Inta,RU,65.9811,60.3094,35.56,74,100,7.38,overcast clouds
619,Ternate,ID,0.8,127.4,81.0,80,24,2.06,few clouds
620,Kochinda,IN,21.7333,84.35,73.87,98,99,3.58,overcast clouds
621,Olot,ES,42.181,2.4901,65.21,89,17,3.67,few clouds
622,Naze,JP,28.3667,129.4833,77.92,76,0,4.63,clear sky
623,Chalus,IR,36.655,51.4204,67.46,83,75,0.0,broken clouds
624,Gobabis,NA,-22.45,18.9667,63.48,19,50,8.77,scattered clouds
625,Aitape,PG,-3.1374,142.3475,81.39,80,100,2.48,overcast clouds
626,Deputatskiy,RU,69.3,139.9,13.62,78,100,3.11,overcast clouds
627,Skjervoy,NO,70.0311,20.9714,47.55,75,67,11.1,broken clouds
628,Khilok,RU,51.3674,110.4676,25.02,91,53,3.18,broken clouds
629,Nizwa,OM,22.9333,57.5333,83.97,57,100,0.74,overcast clouds
630,Luanda,AO,-8.8368,13.2343,72.73,85,100,8.66,overcast clouds
631,Nizhniy Tsasuchey,RU,50.5167,115.1333,29.64,73,38,5.88,scattered clouds
632,Barinas,VE,8.6226,-70.2075,78.98,69,22,3.06,few clouds
633,Saravena,CO,6.9538,-71.8752,72.91,99,95,2.35,moderate rain
634,Oistins,BB,13.0667,-59.5333,84.29,70,40,12.66,scattered clouds
635,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,100.65,19,1,10.63,clear sky
636,Minggang,CN,32.4586,114.0486,68.5,78,0,5.44,clear sky
637,Malazgirt,TR,39.1427,42.5401,54.64,53,9,0.74,clear sky
638,Beringovskiy,RU,63.05,179.3167,30.85,78,100,19.15,overcast clouds
639,Aleksandrov Gay,RU,50.147,48.5704,43.84,58,40,4.5,scattered clouds
640,Pacific Grove,US,36.6177,-121.9166,92.57,56,1,4.0,clear sky
641,Coxim,BR,-18.5067,-54.76,87.76,39,69,3.65,broken clouds
642,Moba,CN,33.2288,105.0179,55.47,92,21,3.31,few clouds
643,Kailua,US,21.4022,-157.7394,89.58,67,40,18.41,scattered clouds
644,Baoshan,CN,46.5586,131.4244,46.38,79,8,5.53,clear sky
645,Emerald,AU,-23.5333,148.1667,69.94,94,90,10.36,overcast clouds
646,Guntakal,IN,15.1667,77.3833,77.22,73,59,6.13,broken clouds
647,Manbij,SY,36.5281,37.9549,65.17,57,0,8.28,clear sky
648,Sur,OM,22.5667,59.5289,87.71,60,100,5.61,overcast clouds
649,Fernley,US,39.608,-119.2518,77.11,10,0,6.26,clear sky
650,Trairi,BR,-3.2778,-39.2689,79.11,82,71,8.9,broken clouds
651,Porto Belo,BR,-27.1578,-48.5531,71.96,84,95,8.3,overcast clouds
652,Ginir,ET,7.1333,40.7,59.61,85,100,4.54,overcast clouds
653,Rocha,UY,-34.4833,-54.3333,57.34,96,100,9.57,light rain
654,Raton,US,36.9034,-104.4391,57.81,65,75,14.97,broken clouds
655,Kortkeros,RU,61.8106,51.5806,42.8,96,100,3.29,overcast clouds
656,Chengdu,CN,30.6667,104.0667,75.09,88,20,0.0,few clouds
657,Boyolangu,ID,-8.1181,111.8935,75.24,90,91,7.14,overcast clouds
658,Kavaratti,IN,10.5669,72.642,81.46,79,99,12.88,overcast clouds
659,Clyde River,CA,70.4692,-68.5914,33.94,73,100,4.14,overcast clouds
660,Egvekinot,RU,66.3167,-179.1667,21.79,78,80,11.43,broken clouds
661,Parati,BR,-23.2178,-44.7131,68.97,94,95,2.35,overcast clouds
662,Heidenreichstein,AT,48.8667,15.1167,40.73,70,59,2.93,broken clouds
663,Calabozo,VE,8.9242,-67.4293,78.73,81,38,2.13,moderate rain
664,Matamoros,MX,25.5333,-103.25,93.31,22,20,4.61,few clouds
665,Loandjili,CG,-4.7561,11.8578,76.24,81,89,6.93,overcast clouds
666,Kongsberg,NO,59.6652,9.6465,50.41,97,100,2.3,light rain
667,Lovozero,RU,68.005,35.0117,40.39,88,100,3.2,overcast clouds
668,College,US,64.8569,-147.8028,37.06,65,90,3.44,overcast clouds
669,Oksfjord,NO,70.2396,22.3479,45.52,80,53,7.25,broken clouds
670,Saint-Pierre,RE,-21.3393,55.4781,71.24,74,20,4.61,few clouds
671,Masaguisi,PH,12.7545,121.4484,79.48,79,100,2.46,overcast clouds
672,Champerico,GT,14.3,-91.9167,85.95,76,25,3.85,scattered clouds
673,Haag,NL,52.0767,4.2986,58.95,71,100,11.01,overcast clouds
674,Singkawang,ID,0.9,109.0,76.71,92,100,3.18,light rain
675,Barma,SL,8.35,-11.3333,72.55,99,84,1.99,light rain
676,Baicheng,CN,45.6167,122.8167,42.03,60,0,7.11,clear sky
677,Conceicao Da Barra,BR,-18.5933,-39.7322,74.77,87,10,6.17,clear sky
678,Jimma,ET,7.6667,36.8333,58.98,95,86,1.3,overcast clouds
679,Mount Kisco,US,41.2043,-73.7271,63.09,81,1,3.44,clear sky
680,Novyy Urengoy,RU,66.0833,76.6333,31.96,93,100,17.81,overcast clouds
681,Gat,IL,31.61,34.7642,72.39,80,0,1.83,clear sky
682,Zanjan,IR,36.6736,48.4787,52.52,82,60,7.05,broken clouds
683,Salcininkai,LT,54.3,25.3833,46.99,73,100,9.71,overcast clouds
684,Myrtle Beach,US,33.6891,-78.8867,77.18,90,90,3.44,overcast clouds
685,Gela,IT,37.0803,14.2307,73.94,67,18,7.25,few clouds
686,Saint-Augustin,CA,51.226,-58.6502,45.7,93,100,25.9,overcast clouds
687,Pozo Colorado,PY,-23.4923,-58.7972,93.16,24,5,4.74,clear sky
688,Weligama,LK,5.9667,80.4167,77.65,89,86,8.57,overcast clouds
689,Kpalime,TG,6.9,0.6333,72.16,96,75,1.28,light rain
690,Dalvik,IS,65.9702,-18.5286,40.93,84,100,14.36,overcast clouds
691,Marystown,CA,47.1666,-55.1483,60.85,100,100,7.18,overcast clouds
692,Nouakchott,MR,18.0858,-15.9785,78.73,85,0,8.28,clear sky
693,Padilla,CO,3.2204,-76.3139,72.97,97,100,1.66,overcast clouds
694,Takoradi,GH,4.8845,-1.7554,76.46,90,86,7.2,light rain
695,Hobyo,SO,5.3505,48.5268,77.95,89,99,18.52,overcast clouds
696,San Carlos De Bariloche,AR,-41.1456,-71.3082,42.55,65,40,20.71,scattered clouds
697,Aksarka,RU,66.5606,67.7975,34.23,83,86,14.03,overcast clouds
698,Srednekolymsk,RU,67.45,153.6833,24.03,69,6,10.2,clear sky
